"__NounName","Name","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Process","chrome","255","849596416","58146816","99397632","35656","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","367,1327534","56.0.2924.87","56.0.2924.87","Google Chrome","Google Chrome","8",,"False",,"1616","Microsoft.Win32.SafeHandles.SafeProcessHandle","255","9648",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35656","35656","99397632","99397632","363776","363776","110972928","110972928","95817728","95817728","857985024","857985024","True","Normal","99397632","99397632","00:00:03.4164219","chrome","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:18:07",,"System.Diagnostics.ProcessThreadCollection","00:06:07.1327534","00:06:03.7163315","849596416","849596416","False",,,,"58146816","58146816",,
"Process","chrome","188","817082368","43528192","75243520","30432","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","14,3832922","56.0.2924.87","56.0.2924.87","Google Chrome","Google Chrome","8",,"False",,"1188","Microsoft.Win32.SafeHandles.SafeProcessHandle","188","9660",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30432","30432","75243520","75243520","340208","340208","83787776","83787776","77492224","77492224","823898112","823898112","True","Normal","75243520","75243520","00:00:01.3104084","chrome","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:18:08",,"System.Diagnostics.ProcessThreadCollection","00:00:14.3832922","00:00:13.0728838","817082368","817082368","False",,,,"43528192","43528192",,
"Process","chrome","196","759054336","2904064","36847616","21312","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0,624004","56.0.2924.87","56.0.2924.87","Google Chrome","Google Chrome","8",,"False",,"1644","Microsoft.Win32.SafeHandles.SafeProcessHandle","196","9776",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21312","21312","36847616","36847616","363088","363088","36941824","36941824","43855872","43855872","761151488","761151488","True","Normal","36847616","36847616","00:00:00.1248008","chrome","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:18:08",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6240040","00:00:00.4992032","759054336","759054336","False",,,,"2904064","2904064",,
"Process","chrome","230","837087232","55246848","98263040","33496","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","47,7987064","56.0.2924.87","56.0.2924.87","Google Chrome","Google Chrome","8",,"False",,"1692","Microsoft.Win32.SafeHandles.SafeProcessHandle","230","9824",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33496","33496","98263040","98263040","365096","365096","104865792","104865792","62664704","62664704","839184384","839184384","True","Normal","98263040","98263040","00:00:04.1652267","chrome","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:18:08",,"System.Diagnostics.ProcessThreadCollection","00:00:47.7987064","00:00:43.6334797","837087232","837087232","False",,,,"55246848","55246848",,
"Process","chrome","195","844242944","75661312","75386880","31152","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","23,3221495","56.0.2924.87","56.0.2924.87","Google Chrome","Google Chrome","4",,"False",,"1924","Microsoft.Win32.SafeHandles.SafeProcessHandle","195","9864",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31152","31152","75386880","75386880","340392","340392","136687616","136687616","118136832","118136832","1993908224","1993908224","True","Idle","75386880","75386880","00:00:01.7004109","chrome","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:18:09",,"System.Diagnostics.ProcessThreadCollection","00:00:23.3221495","00:00:21.6217386","844242944","844242944","False",,,,"75661312","75661312",,
"Process","chrome","133","718368768","19488768","27668480","16152","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","5,3352342","56.0.2924.87","56.0.2924.87","Google Chrome","Google Chrome","8",,"False",,"1624","Microsoft.Win32.SafeHandles.SafeProcessHandle","133","12820",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16152","16152","27668480","27668480","323480","323480","45895680","45895680","36397056","36397056","734687232","734687232","True","Normal","27668480","27668480","00:00:00.4992032","chrome","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 10:00:41",,"System.Diagnostics.ProcessThreadCollection","00:00:05.3352342","00:00:04.8360310","718368768","718368768","False",,,,"19488768","19488768",,
"Process","chrome","109","159842304","409600","9547776","13088","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","0,7020045","56.0.2924.87","56.0.2924.87","Google Chrome","Google Chrome","8",,"True",,,,"109","14420",".","0","","System.Diagnostics.ProcessModule (chrome.exe)",,,"System.Diagnostics.ProcessModuleCollection","13088","13088","9547776","9547776","350240","350240","9650176","9650176","17334272","17334272","180989952","180989952",,,"9547776","9547776","00:00:00.4212027","chrome",,"True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 19:23:51",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7020045","00:00:00.2808018","159842304","159842304","False",,,,"409600","409600",,
"Process","chrome","244","961114112","167247872","144048128","46336","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","43,5866794","56.0.2924.87","56.0.2924.87","Google Chrome","Google Chrome","4",,"False",,"1752","Microsoft.Win32.SafeHandles.SafeProcessHandle","244","15368",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","46336","46336","144048128","144048128","424016","424016","183656448","183656448","193314816","193314816","984313856","984313856","True","Idle","144048128","144048128","00:00:01.8564119","chrome","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 10:57:10",,"System.Diagnostics.ProcessThreadCollection","00:00:43.5866794","00:00:41.7302675","961114112","961114112","False",,,,"167247872","167247872",,
"Process","conhost","33","23113728","311296","1191936","5048",,,,,,,,"8",,,,,,"33","2276",".","0","",,,,,"5048","5048","1191936","1191936","48480","48480","1310720","1310720","3194880","3194880","24453120","24453120",,,"1191936","1191936",,"conhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"23113728","23113728","False",,,,"311296","311296",,
"Process","conhost","83","81240064","3690496","4882432","8944","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0,7332047","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Console Window Host","Microsoft? Windows? Operating System","8",,"False",,"2216","Microsoft.Win32.SafeHandles.SafeProcessHandle","83","6912",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8944","8944","4882432","4882432","155496","155496","5058560","5058560","9146368","9146368","82026496","82026496","True","Normal","4882432","4882432","00:00:00.6552042","conhost","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:08",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7332047","00:00:00.0780005","81240064","81240064","False",,,,"3690496","3690496",,
"Process","conhost","35","23113728","491520","1265664","5048",,,,,,,,"8",,,,,,"35","7224",".","0","",,,,,"5048","5048","1265664","1265664","47648","47648","1384448","1384448","3289088","3289088","23506944","23506944",,,"1265664","1265664",,"conhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"23113728","23113728","False",,,,"491520","491520",,
"Process","conhost","91","83460096","6238208","5812224","9664","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","2,4180155","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Console Window Host","Microsoft? Windows? Operating System","8",,"False",,"2276","Microsoft.Win32.SafeHandles.SafeProcessHandle","91","7416",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9664","9664","5812224","5812224","156712","156712","5939200","5939200","12533760","12533760","96780288","96780288","True","Normal","5812224","5812224","00:00:01.3572087","conhost","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 10:16:23",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4180155","00:00:01.0608068","83460096","83460096","False",,,,"6238208","6238208",,
"Process","conhost","91","96780288","11251712","6381568","10024","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0,2028013","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Console Window Host","Microsoft? Windows? Operating System","8",,"False",,"2308","Microsoft.Win32.SafeHandles.SafeProcessHandle","91","12048",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10024","10024","6381568","6381568","181704","181704","6397952","6397952","11251712","11251712","96796672","96796672","True","Normal","6381568","6381568","00:00:00.2028013","conhost","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 11:11:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2028013","00:00:00","96780288","96780288","False",,,,"11251712","11251712",,
"Process","conhost","84","81211392","1736704","4894720","8824","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0,2964019","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Console Window Host","Microsoft? Windows? Operating System","8",,"False",,"2340","Microsoft.Win32.SafeHandles.SafeProcessHandle","84","13104",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8824","8824","4894720","4894720","155952","155952","5005312","5005312","10231808","10231808","94269440","94269440","True","Normal","4894720","4894720","00:00:00.2652017","conhost","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 10:53:49",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2964019","00:00:00.0312002","81211392","81211392","False",,,,"1736704","1736704",,
"Process","csrss","1338","57921536","2486272","3444736","18968",,,,,,,,"13",,,,,,"1338","700",".","0","",,,,,"18968","18968","3444736","3444736","193168","193168","3768320","3768320","8949760","8949760","58970112","58970112",,,"3444736","3444736",,"csrss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"57921536","57921536","False",,,,"2486272","2486272",,
"Process","csrss","1385","248000512","101158912","11726848","37080",,,,,,,,"13",,,,,,"1385","768",".","0","",,,,,"37080","37080","11726848","11726848","593792","593792","34611200","34611200","119341056","119341056","337645568","337645568",,,"11726848","11726848",,"csrss",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"248000512","248000512","False",,,,"101158912","101158912",,
"Process","devenv","1164","693923840","72757248","182497280","121524","C:\Program Files (x86)\Microsoft Visual Studio 14.0\Common7\IDE\devenv.exe","Microsoft Corporation","17,16011","14.0.25420.1 built by: D14REL","14.0.25420.1","Microsoft Visual Studio 2015","Microsoft? Visual Studio? 2015","8",,"False",,"2428","Microsoft.Win32.SafeHandles.SafeProcessHandle","1164","14464",".","36965826","Microsoft Visual Studio","System.Diagnostics.ProcessModule (devenv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","121524","121524","182497280","182497280","1103520","1103520","184561664","184561664","224342016","224342016","716967936","716967936","True","Normal","182497280","182497280","00:00:05.7096366","devenv","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 10:53:38",,"System.Diagnostics.ProcessThreadCollection","00:00:17.1601100","00:00:11.4504734","693923840","693923840","False",,,,"72757248","72757248",,
"Process","devmonsrv","173","72486912","2801664","4075520","18360",,,,,,,,"8",,,,,,"173","6844",".","0","",,,,,"18360","18360","4075520","4075520","112800","112800","4075520","4075520","8355840","8355840","75116544","75116544",,,"4075520","4075520",,"devmonsrv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"72486912","72486912","False",,,,"2801664","2801664",,
"Process","DolbyDAX2API","349","619593728","9838592","26435584","39248",,,,,,,,"8",,,,,,"349","1984",".","0","",,,,,"39248","39248","26435584","26435584","305752","305752","26976256","26976256","31526912","31526912","636829696","636829696",,,"26435584","26435584",,"DolbyDAX2API",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"619593728","619593728","False",,,,"9838592","9838592",,
"Process","dsAccessService","267","67346432","1708032","3547136","19624",,,,,,,,"8",,,,,,"267","2072",".","0","",,,,,"19624","19624","3547136","3547136","114232","114232","3674112","3674112","8040448","8040448","70160384","70160384",,,"3547136","3547136",,"dsAccessService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"67346432","67346432","False",,,,"1708032","1708032",,
"Process","dwm","203","296058880","58900480","37199872","27784","C:\WINDOWS\system32\Dwm.exe","Microsoft Corporation","278,7269867","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Desktop Window Manager","Microsoft? Windows? Operating System","13",,"False",,"1908","Microsoft.Win32.SafeHandles.SafeProcessHandle","203","4644",".","0","","System.Diagnostics.ProcessModule (Dwm.exe)","2147483648","148779008","System.Diagnostics.ProcessModuleCollection","27784","27784","37199872","37199872","534712","534712","49213440","49213440","124424192","124424192","324579328","324579328","True","High","37199872","37199872","00:01:27.5009609","dwm","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:15:53",,"System.Diagnostics.ProcessThreadCollection","00:04:38.7269867","00:03:11.2260258","296058880","296058880","False",,,,"58900480","58900480",,
"Process","explorer","978","407924736","67219456","61026304","87824","C:\WINDOWS\Explorer.EXE","Microsoft Corporation","133,4744556","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Windows Explorer","Microsoft? Windows? Operating System","8",,"False",,"1312","Microsoft.Win32.SafeHandles.SafeProcessHandle","978","4736",".","65754","","System.Diagnostics.ProcessModule (Explorer.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","87824","87824","61026304","61026304","699904","699904","85712896","85712896","336629760","336629760","525012992","525012992","True","Normal","61026304","61026304","00:01:28.1717652","explorer","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:15:53",,"System.Diagnostics.ProcessThreadCollection","00:02:13.4744556","00:00:45.3026904","407924736","407924736","False",,,,"67219456","67219456",,
"Process","FireSvc","482","134512640","17801216","31911936","31936",,,,,,,,"8",,,,,,"482","636",".","0","",,,,,"31936","31936","31911936","31911936","148744","148744","42491904","42491904","39972864","39972864","160423936","160423936",,,"31911936","31911936",,"FireSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"134512640","134512640","False",,,,"17801216","17801216",,
"Process","FMAPP","125","86593536","1650688","5337088","11768","C:\Program Files\Realtek\Audio\HDA\FMAPP.exe","","0,2652017","1.64.0.11","1.64.0.11","FMAPP Application","FMAPP Application","6",,"False",,"2064","Microsoft.Win32.SafeHandles.SafeProcessHandle","125","5348",".","0","","System.Diagnostics.ProcessModule (FMAPP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11768","11768","5337088","5337088","152472","152472","5595136","5595136","11857920","11857920","98680832","98680832","True","BelowNormal","5337088","5337088","00:00:00.2028013","FMAPP","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 11:08:34",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2652017","00:00:00.0624004","86593536","86593536","False",,,,"1650688","1650688",,
"Process","FrameworkService","450","143720448","4734976","18989056","42672",,,,,,,,"6",,,,,,"450","2136",".","0","",,,,,"42672","42672","18989056","18989056","153984","153984","23560192","23560192","28090368","28090368","150274048","150274048",,,"18989056","18989056",,"FrameworkService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"143720448","143720448","False",,,,"4734976","4734976",,
"Process","GoogleCrashHandler","88","46645248","962560","1564672","8976",,,,,,,,"4",,,,,,"88","5232",".","0","",,,,,"8976","8976","1564672","1564672","79040","79040","1732608","1732608","4624384","4624384","50577408","50577408",,,"1564672","1564672",,"GoogleCrashHandler",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"46645248","46645248","False",,,,"962560","962560",,
"Process","GoogleCrashHandler64","80","43884544","831488","1683456","7432",,,,,,,,"4",,,,,,"80","5240",".","0","",,,,,"7432","7432","1683456","1683456","80512","80512","1802240","1802240","4575232","4575232","46112768","46112768",,,"1683456","1683456",,"GoogleCrashHandler64",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"43884544","43884544","False",,,,"831488","831488",,
"Process","HelpLibAgent","324","670568448","12730368","34373632","38912","C:\Program Files\Microsoft Help Viewer\v1.0\HelpLibAgent.exe","Microsoft Corporation","2,3868153","1.0.40219.1 built by: SP1Rel","1.0.40219.1","HelpLibAgent.exe","Microsoft Help Viewer","8",,"False",,"1656","Microsoft.Win32.SafeHandles.SafeProcessHandle","324","4172",".","0","","System.Diagnostics.ProcessModule (HelpLibAgent.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38912","38912","34373632","34373632","468152","468152","36573184","36573184","44433408","44433408","690946048","690946048","True","Normal","34373632","34373632","00:00:01.3260085","HelpLibAgent","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:52:51",,"System.Diagnostics.ProcessThreadCollection","00:00:02.3868153","00:00:01.0608068","670568448","670568448","False",,,,"12730368","12730368",,
"Process","hidfind","91","79335424","4251648","4812800","8888","C:\Program Files\Apoint2K\HidFind.exe","Alps Electric Co., Ltd.","0,8580055","8, 1, 0, 34","8, 1, 0, 34","Alps Pointing-device Driver","Alps Pointing-device Driver","8",,"False",,"2284","Microsoft.Win32.SafeHandles.SafeProcessHandle","91","6780",".","0","","System.Diagnostics.ProcessModule (HidFind.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8888","8888","4812800","4812800","147352","147352","4898816","4898816","8933376","8933376","83529728","83529728","True","Normal","4812800","4812800","00:00:00.7488048","hidfind","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:07",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8580055","00:00:00.1092007","79335424","79335424","False",,,,"4251648","4251648",,
"Process","HidMonitorSvc","77","34394112","1363968","2060288","7808",,,,,,,,"8",,,,,,"77","1908",".","0","",,,,,"7808","7808","2060288","2060288","57640","57640","2121728","2121728","5218304","5218304","36491264","36491264",,,"2060288","2060288",,"HidMonitorSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"34394112","34394112","False",,,,"1363968","1363968",,
"Process","HipMgmt","256","94568448","12677120","11784192","21488",,,,,,,,"8",,,,,,"256","1928",".","0","",,,,,"21488","21488","11784192","11784192","122400","122400","21516288","21516288","26329088","26329088","107483136","107483136",,,"11784192","11784192",,"HipMgmt",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"94568448","94568448","False",,,,"12677120","12677120",,
"Process","ibmpmsvc","76","34222080","1171456","1851392","7656",,,,,,,,"8",,,,,,"76","1008",".","0","",,,,,"7656","7656","1851392","1851392","63496","63496","1863680","1863680","4481024","4481024","34746368","34746368",,,"1851392","1851392",,"ibmpmsvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"34222080","34222080","False",,,,"1171456","1171456",,
"Process","ibtsiva","80","34340864","1830912","1650688","6608",,,,,,,,"8",,,,,,"80","496",".","0","",,,,,"6608","6608","1650688","1650688","64624","64624","1740800","1740800","4653056","4653056","37486592","37486592",,,"1650688","1650688",,"ibtsiva",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"34340864","34340864","False",,,,"1830912","1830912",,
"Process","Idle","0","0","24576","0","0",,,,,,,,"0",,,,,,"0","0",".","0","",,,,,"0","0","0","0","0","0","0","0","24576","24576","0","0",,,"0","0",,"Idle",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"0","0","False",,,,"24576","24576",,
"Process","igfxCUIService","121","44818432","1961984","2322432","10336",,,,,,,,"8",,,,,,"121","1328",".","0","",,,,,"10336","10336","2322432","2322432","78496","78496","2437120","2437120","7995392","7995392","49954816","49954816",,,"2322432","2322432",,"igfxCUIService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"44818432","44818432","False",,,,"1961984","1961984",,
"Process","igfxEM","139","107495424","7229440","7327744","14288","C:\WINDOWS\system32\igfxEM.exe","Intel Corporation","0,8736056","6.15.10.4312","6.15.10.4312","igfxEM Module","Intel(R) Common User Interface","8",,"False",,"1648","Microsoft.Win32.SafeHandles.SafeProcessHandle","139","3376",".","0","","System.Diagnostics.ProcessModule (igfxEM.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14288","14288","7327744","7327744","193208","193208","7401472","7401472","14020608","14020608","112918528","112918528","True","Normal","7327744","7327744","00:00:00.6396041","igfxEM","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:15:53",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8736056","00:00:00.2340015","107495424","107495424","False",,,,"7229440","7229440",,
"Process","igfxext","112","92987392","4456448","6672384","12488","C:\WINDOWS\system32\igfxext.exe","Intel Corporation","0,4836031","6.15.10.4312","6.15.10.4312","igfxext Module","Intel(R) Common User Interface","8",,"False",,"2312","Microsoft.Win32.SafeHandles.SafeProcessHandle","112","7724",".","0","","System.Diagnostics.ProcessModule (igfxext.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12488","12488","6672384","6672384","164832","164832","6791168","6791168","12107776","12107776","97181696","97181696","True","Normal","6672384","6672384","00:00:00.3900025","igfxext","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4836031","00:00:00.0936006","92987392","92987392","False",,,,"4456448","4456448",,
"Process","igfxHK","108","96649216","4894720","5959680","11648","C:\WINDOWS\system32\igfxHK.exe","Intel Corporation","0,7644049","6.15.10.4312","6.15.10.4312","igfxHK Module","Intel(R) Common User Interface","8",,"False",,"1780","Microsoft.Win32.SafeHandles.SafeProcessHandle","108","4748",".","0","","System.Diagnostics.ProcessModule (igfxHK.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11648","11648","5959680","5959680","172392","172392","6082560","6082560","12140544","12140544","100843520","100843520","True","Normal","5959680","5959680","00:00:00.6552042","igfxHK","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:15:53",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7644049","00:00:00.1092007","96649216","96649216","False",,,,"4894720","4894720",,
"Process","LogonScreenService","74","44748800","1593344","1437696","8112",,,,,,,,"8",,,,,,"74","1872",".","0","",,,,,"8112","8112","1437696","1437696","74224","74224","1503232","1503232","4333568","4333568","46321664","46321664",,,"1437696","1437696",,"LogonScreenService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"44748800","44748800","False",,,,"1593344","1593344",,
"Process","lsass","1468","69910528","17133568","13389824","54864",,,,,,,,"9",,,,,,"1468","832",".","0","",,,,,"54864","54864","13389824","13389824","147120","147120","14168064","14168064","48361472","48361472","75157504","75157504",,,"13389824","13389824",,"lsass",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"69910528","69910528","False",,,,"17133568","17133568",,
"Process","lsm","291","33091584","3678208","4227072","10720",,,,,,,,"8",,,,,,"291","840",".","0","",,,,,"10720","10720","4227072","4227072","65152","65152","4435968","4435968","6811648","6811648","34140160","34140160",,,"4227072","4227072",,"lsm",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"33091584","33091584","False",,,,"3678208","3678208",,
"Process","lync","3394","607797248","69500928","96440320","68432","C:\Program Files (x86)\Microsoft Office\Office15\lync.exe","Microsoft Corporation","55,7859576","15.0.4867.1000","15.0.4867.1000","Skype for Business","Microsoft Office 2013","8",,"False",,"1800","Microsoft.Win32.SafeHandles.SafeProcessHandle","3394","6512",".","196678","Skype for Business ","System.Diagnostics.ProcessModule (lync.exe)","34566144","34361344","System.Diagnostics.ProcessModuleCollection","68432","68432","96440320","96440320","957856","957856","158351360","158351360","100593664","100593664","738316288","738316288","True","Normal","96440320","96440320","00:00:25.4905634","lync","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:05",,"System.Diagnostics.ProcessThreadCollection","00:00:55.7859576","00:00:30.2953942","607797248","607797248","False",,,,"69500928","69500928",,
"Process","mcshield","506","288710656","81985536","144334848","30824",,,,,,,,"8",,,,,,"506","3320",".","0","",,,,,"30824","30824","144334848","144334848","144056","144056","446119936","446119936","300326912","300326912","689299456","689299456",,,"144334848","144334848",,"mcshield",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"288710656","288710656","False",,,,"81985536","81985536",,
"Process","McTray","352","141144064","3457024","9621504","34000","C:\Program Files (x86)\McAfee\Common Framework\McTray.exe","McAfee, Inc.","2,9952192","2.1.1.1248","","McTray Application","McAfee System Tray","8",,"False",,"1840","Microsoft.Win32.SafeHandles.SafeProcessHandle","352","5676",".","0","","System.Diagnostics.ProcessModule (McTray.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34000","34000","9621504","9621504","219632","219632","10096640","10096640","15364096","15364096","149794816","149794816","True","Normal","9621504","9621504","00:00:02.0124129","McTray","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:15:57",,"System.Diagnostics.ProcessThreadCollection","00:00:02.9952192","00:00:00.9828063","141144064","141144064","False",,,,"3457024","3457024",,
"Process","mediasrv","287","100405248","3039232","5738496","137936",,,,,,,,"8",,,,,,"287","3748",".","0","",,,,,"137936","137936","5738496","5738496","142256","142256","5906432","5906432","9912320","9912320","104337408","104337408",,,"5738496","5738496",,"mediasrv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"100405248","100405248","False",,,,"3039232","3039232",,
"Process","mfeann","191","71335936","2523136","4427776","17712",,,,,,,,"8",,,,,,"191","2244",".","0","",,,,,"17712","17712","4427776","4427776","108744","108744","4538368","4538368","8011776","8011776","73973760","73973760",,,"4427776","4427776",,"mfeann",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"71335936","71335936","False",,,,"2523136","2523136",,
